250, 250, 106, 104
250, 250, 102, 99
250, 250, 107, 104
250, 250, 108, 103
250, 250, 103, 100
250, 250, 107, 103
250, 250, 103, 100
250, 250, 107, 104
250, 250, 103, 100
250, 250, 103, 99
250, 250, 108, 104
250, 250, 103, 100
250, 250, 107, 104
250, 250, 104, 100
250, 250, 103, 100
250, 250, 107, 103
250, 250, 103, 100
250, 250, 108, 103
250, 250, 103, 100
250, 250, 107, 103
250, 250, 108, 104
250, 250, 103, 99
250, 250, 107, 104
-250, -250, 103, 99
-250, -250, 58, 54
-250, -250, -21, -20
-250, -250, -58, -58
-250, -250, -80, -81
-250, -250, -87, -85
-250, -250, -95, -92
-250, -250, -93, -91
-250, -250, -96, -92
-250, -250, -101, -97
-250, -250, -98, -94
-250, -250, -102, -98
-250, -250, -98, -95
-250, -250, -103, -99
-250, -250, -100, -95
-250, -250, -99, -94
-250, -250, -104, -99
-250, -250, -99, -96
-250, -250, -104, -99
-250, -250, -100, -95
-250, -250, -100, -95
-250, -250, -104, -99
-250, -250, -100, -96
-250, -250, -104, -99
-250, -250, -100, -95
-250, -250, -104, -100
-250, -250, -104, -100
-250, -250, -100, -96
-250, -250, -104, -100
-250, -250, -100, -95
-250, -250, -104, -100
-250, -250, -100, -95
-250, -250, -100, -96
-250, -250, -105, -100
-250, -250, -100, -96
-250, -250, -105, -99
-250, -250, -101, -96
-250, -250, -100, -96
-250, -250, -105, -100
-250, -250, -100, -96
240, 240, -105, -100
240, 240, -57, -52
240, 240, 18, 21
240, 240, 60, 59
240, 240, 77, 74
240, 240, 91, 86
240, 240, 93, 87
240, 240, 100, 94
240, 240, 98, 92
240, 240, 98, 93
240, 240, 103, 98
240, 240, 99, 95
240, 240, 103, 99
240, 240, 100, 95
240, 240, 99, 96
240, 240, 104, 99
240, 240, 100, 96
240, 240, 104, 99
240, 240, 100, 96
240, 240, 104, 100
240, 240, 100, 96
240, 240, 100, 96
240, 240, 104, 100
240, 240, 100, 96
240, 240, 104, 100
240, 240, 101, 96
240, 240, 100, 96
240, 240, 105, 100
240, 240, 100, 96
240, 240, 105, 100
240, 240, 100, 96
240, 240, 105, 99
240, 240, 105, 100
240, 240, 101, 96
240, 240, 105, 99
240, 240, 101, 96
240, 240, 105, 99
240, 240, 101, 96
240, 240, 101, 96
240, 240, 104, 99
-240, -240, 101, 96
-240, -240, 57, 52
-240, -240, -19, -20
-240, -240, -56, -55
-240, -240, -78, -77
-240, -240, -85, -84
-240, -240, -93, -91
-240, -240, -92, -89
-240, -240, -97, -95
-240, -240, -99, -95
-240, -240, -96, -91
-240, -240, -101, -96
-240, -240, -96, -92
-240, -240, -101, -97
-240, -240, -97, -92
-240, -240, -97, -93
-240, -240, -102, -96
-240, -240, -97, -92
-240, -240, -101, -97
-240, -240, -97, -92
-240, -240, -97, -92
-240, -240, -102, -96
-240, -240, -97, -93
-240, -240, -101, -96
-240, -240, -97, -92
-240, -240, -102, -96
-240, -240, -97, -93
-240, -240, -97, -93
-240, -240, -101, -97
-240, -240, -98, -92
-240, -240, -101, -97
-240, -240, -97, -93
-240, -240, -97, -94
-240, -240, -101, -97
-240, -240, -98, -93
-240, -240, -101, -97
-240, -240, -97, -93
-240, -240, -101, -98
-240, -240, -102, -97
-240, -240, -97, -93
230, 230, -101, -97
230, 230, -56, -51
230, 230, 16, 20
230, 230, 54, 53
230, 230, 74, 71
230, 230, 87, 83
230, 230, 89, 84
230, 230, 96, 89
230, 230, 94, 87
230, 230, 96, 89
230, 230, 100, 92
230, 230, 97, 90
230, 230, 100, 94
230, 230, 97, 90
230, 230, 101, 95
230, 230, 100, 94
230, 230, 97, 91
230, 230, 101, 94
230, 230, 97, 91
230, 230, 101, 95
230, 230, 97, 90
230, 230, 97, 91
230, 230, 101, 95
230, 230, 97, 90
230, 230, 102, 95
230, 230, 97, 91
230, 230, 97, 91
230, 230, 101, 95
230, 230, 97, 91
230, 230, 101, 95
230, 230, 97, 92
230, 230, 101, 95
230, 230, 97, 92
230, 230, 97, 92
230, 230, 101, 95
230, 230, 97, 92
230, 230, 101, 95
230, 230, 97, 92
230, 230, 97, 92
230, 230, 101, 95
-230, -230, 98, 92
-230, -230, 54, 49
-230, -230, -18, -20
-230, -230, -56, -57
-230, -230, -75, -75
-230, -230, -81, -80
-230, -230, -90, -87
-230, -230, -88, -87
-230, -230, -94, -92
-230, -230, -91, -89
-230, -230, -91, -89
-230, -230, -96, -93
-230, -230, -92, -90
-230, -230, -97, -94
-230, -230, -92, -90
-230, -230, -93, -90
-230, -230, -98, -94
-230, -230, -93, -91
-230, -230, -98, -94
-230, -230, -93, -90
-230, -230, -98, -94
-230, -230, -98, -95
-230, -230, -93, -90
-230, -230, -98, -94
-230, -230, -93, -91
-230, -230, -98, -94
-230, -230, -94, -90
-230, -230, -94, -91
-230, -230, -98, -94
-230, -230, -94, -90
-230, -230, -97, -94
-230, -230, -94, -91
-230, -230, -94, -90
-230, -230, -98, -94
-230, -230, -94, -91
-230, -230, -98, -94
-230, -230, -94, -90
-230, -230, -97, -94
-230, -230, -94, -91
-230, -230, -94, -90
220, 220, -98, -94
220, 220, -53, -49
220, 220, 14, 17
220, 220, 50, 51
220, 220, 70, 68
220, 220, 83, 79
220, 220, 85, 80
220, 220, 93, 85
220, 220, 90, 84
220, 220, 95, 89
220, 220, 96, 90
220, 220, 93, 86
220, 220, 97, 91
220, 220, 94, 87
220, 220, 98, 91
220, 220, 94, 87
220, 220, 94, 88
220, 220, 98, 92
220, 220, 94, 88
220, 220, 98, 91
220, 220, 95, 88
220, 220, 94, 88
220, 220, 99, 92
220, 220, 94, 88
220, 220, 99, 91
220, 220, 94, 88
220, 220, 98, 92
220, 220, 99, 91
220, 220, 94, 88
220, 220, 99, 91
220, 220, 94, 88
220, 220, 99, 92
220, 220, 94, 88
220, 220, 95, 87
220, 220, 98, 92
220, 220, 95, 88
220, 220, 99, 91
220, 220, 95, 88
220, 220, 94, 88
220, 220, 98, 92
-220, -220, 95, 88
-220, -220, 53, 48
-220, -220, -16, -19
-220, -220, -53, -55
-220, -220, -69, -69
-220, -220, -77, -77
-220, -220, -86, -84
-220, -220, -84, -83
-220, -220, -91, -88
-220, -220, -87, -86
-220, -220, -89, -86
-220, -220, -92, -89
-220, -220, -89, -87
-220, -220, -92, -90
-220, -220, -90, -87
-220, -220, -94, -91
-220, -220, -93, -91
-220, -220, -91, -88
-220, -220, -94, -91
-220, -220, -90, -88
-220, -220, -94, -91
-220, -220, -90, -88
-220, -220, -90, -87
-220, -220, -94, -92
-220, -220, -90, -87
-220, -220, -94, -91
-220, -220, -91, -87
-220, -220, -90, -88
-220, -220, -94, -91
-220, -220, -90, -88
-220, -220, -95, -91
-220, -220, -90, -88
-220, -220, -94, -92
-220, -220, -95, -91
-220, -220, -90, -88
-220, -220, -95, -91
-220, -220, -90, -88
-220, -220, -94, -92
-220, -220, -91, -88
-220, -220, -91, -88
210, 210, -94, -92
210, 210, -52, -48
210, 210, 15, 15
210, 210, 49, 47
210, 210, 67, 65
210, 210, 80, 76
210, 210, 82, 77
210, 210, 89, 82
210, 210, 87, 82
210, 210, 91, 85
210, 210, 89, 83
210, 210, 90, 83
210, 210, 93, 87
210, 210, 90, 84
210, 210, 94, 88
210, 210, 89, 84
210, 210, 90, 84
210, 210, 94, 88
210, 210, 90, 84
210, 210, 93, 89
210, 210, 90, 84
210, 210, 94, 88
210, 210, 93, 88
210, 210, 90, 85
210, 210, 93, 88
210, 210, 90, 85
210, 210, 94, 88
210, 210, 90, 84
210, 210, 90, 85
210, 210, 93, 88
210, 210, 90, 84
210, 210, 94, 89
210, 210, 89, 84
210, 210, 90, 85
210, 210, 94, 88
210, 210, 90, 84
210, 210, 93, 89
210, 210, 90, 84
210, 210, 94, 88
210, 210, 94, 88
-210, -210, 90, 85
-210, -210, 50, 46
-210, -210, -15, -18
-210, -210, -49, -52
-210, -210, -65, -66
-210, -210, -74, -74
-210, -210, -82, -81
-210, -210, -82, -81
-210, -210, -86, -84
-210, -210, -84, -82
-210, -210, -84, -82
-210, -210, -89, -86
-210, -210, -86, -83
-210, -210, -90, -86
-210, -210, -86, -83
-210, -210, -90, -87
-210, -210, -86, -83
-210, -210, -87, -83
-210, -210, -90, -87
-210, -210, -86, -83
-210, -210, -90, -87
-210, -210, -87, -84
-210, -210, -87, -83
